Column 5,Column 6
seychelles_(hetalia),axis_powers_hetalia
yae_(ganbare_goemon),ganbare_goemon
erika_(pokemon),pokemon_frlg
iwasaki_minami,lucky_star
minami_chiaki,minami-ke
miyamizu_mitsuha,kimi_no_na_wa
ibaraki_douji_(fate/grand_order),fate_(series)
hacka_doll_3,hacka_doll
adult_neptune,shin_jigen_game_neptune_vii
roberta_(black_lagoon),black_lagoon
gambier_bay_(kantai_collection),kantai_collection
marie_(girls_und_panzer),girls_und_panzer
shimushu_(kantai_collection),kantai_collection
asagami_fujino,type-moon
maka_albarn,soul_eater
iroha_(samurai_spirits),samurai_spirits
akatsuki_kirika,senki_zesshou_symphogear_xd_unlimited
mossberg_m590_(girls_frontline),girls_frontline
mugino_shizuri,to_aru_majutsu_no_index
kirika_towa_alma,shining_resonance
cheria_barnes,tales_of_graces
pascal,tales_of_graces
tsurumaki_kokoro,sekai_no_owari
fiorun,xenoblade_1
leia_rolando,tales_of_xillia_2
harada_miyo,idolmaster_cinderella_girls
archer,fate_(series)
mao_(pokemon),pokemon_sm
charlotte_aulin,castlevania:_portrait_of_ruin
katsuragi_misato,neon_genesis_evangelion
quiet_(metal_gear),metal_gear_solid_v
elphelt_valentine,guilty_gear_xrd
satellizer_el_bridget,freezing
misumi_nagisa,precure
shirayuki_hime,precure
midorikawa_nao,smile_precure!
okita_sawa,tari_tari
madoka_aguri,precure
oomori_yuuko,precure
freyja_wion,macross_delta
hoshizora_miyuki,smile_precure!
minami_mirei,pripara
cthugha_(nyaruko-san),haiyore!_nyaruko-san
leonmitchelli_galette_des_rois,dog_days
kaidou_minami,precure
ruru_amour,precure
tokura_misaki,cardfight!!_vanguard
momozono_love,precure
kenzaki_makoto,precure
hatoba_tsugu_(character),hatoba_tsugu
utsutsu,gatchaman_crowds
sazaki_kaoruko,gundam_build_fighters_try
yagyuu_(senran_kagura),"""senran_kagura_shoujo-tachi_no_shin'ei"
widowmaker_(overwatch),overwatch
mg4_(girls_frontline),girls_frontline
takao_(d-frag!),d-frag!
yunyun_(konosuba),kono_subarashii_sekai_ni_shukufuku_wo!
araragi_karen,monogatari_(series)
roon_(azur_lane),azur_lane
yamanaka_sawako,k-on!
ike,fire_emblem
hatakaze_(kantai_collection),kantai_collection
suzukaze_(kantai_collection),kantai_collection
gotland_(kantai_collection),kantai_collection
gangut_(kantai_collection),kantai_collection
common_raccoon_(kemono_friends),kemono_friends
american_beaver_(kemono_friends),kemono_friends
hex_maniac_(pokemon),pokemon_xy
asbel_lhant,tales_of_graces
gowther,nanatsu_no_taizai
muromi-san,namiuchigiwa_no_muromi-san
yaia_(granblue_fantasy),granblue_fantasy
koga_norio,narutaru
leo_(senran_kagura),senran_kagura_new_wave
takeda_emi,original
95-tan,os-tan
catherine,catherine_(game)
high_priest,ragnarok_online
kiriya_aoi,aikatsu!_(series)
beatrice_(re:zero),re:zero_kara_hajimeru_isekai_seikatsu
kashima_yuu,gekkan_shoujo_nozaki-kun
matsumoto_yoriko,yuyushiki
arisugawa_natsuha,idolmaster_shiny_colors
sheffield_(azur_lane),azur_lane
higashikata_jousuke,jojo_no_kimyou_na_bouken
giorno_giovanna,jojo_no_kimyou_na_bouken
dio_brando,jojo_no_kimyou_na_bouken
joseph_joestar_(young),jojo_no_kimyou_na_bouken
bruno_buccellati,jojo_no_kimyou_na_bouken
kishibe_rohan,jojo_no_kimyou_na_bouken
kuujou_jolyne,stone_ocean
narancia_ghirga,jojo_no_kimyou_na_bouken
johnny_joestar,steel_ball_run
jean_pierre_polnareff,jojo_no_kimyou_na_bouken
trish_una,jojo_no_kimyou_na_bouken
sugimoto_reimi,jojo_no_kimyou_na_bouken
bulma,dragon_ball_z
alluka_zoldyck,hunter_x_hunter
hoshino_(girls_und_panzer),girls_und_panzer
tsukino_usagi,bishoujo_senshi_sailor_moon
xuan_ying,sergestid_shrimp_in_tungkang
mikoko_(kemomimi_oukoku_kokuei_housou),kemomimi_oukoku_kokuei_housou
fear_kubrick,cube_x_cursed_x_curious
minato_tomoka,rou-kyuu-bu!
ichii_yui,yuyushiki
yusa_(angel_beats!),angel_beats!
nakatani_iku,idolmaster_million_live!
urin_(umi_monogatari),umi_monogatari
kisaragi_(azur_lane),azur_lane
akari_(raigou),original
koshirae_tsurugi,original
rachel_alucard,blazblue
nitocris_(fate/grand_order),fate_(series)
kazagumo_(kantai_collection),kantai_collection
sairenji_haruna,to_love-ru_darkness
yukime_(jigoku_sensei_nube),jigoku_sensei_nube
nanase_haruka_(free!),free!
suou_amane,grisaia_no_kajitsu
aoi_kimi,kyoukaisenjou_no_horizon
destroyer_hime,kantai_collection
aircraft_carrier_water_oni,kantai_collection
heidimarie_w_schnaufer,world_witches_series
anabuki_tomoko,world_witches_series
araragi_tsukihi,monogatari_(series)
kazamatsuri_kazari,original
asseylum_vers_allusia,aldnoah.zero
ursula_hartmann,world_witches_series
kira_tsubasa,love_live!_school_idol_project
ravness_loxaerion,tactics_ogre
nadia,fushigi_no_umi_no_nadia
tanaka_kotoha,idolmaster_million_live!
yamano_remon,ano_natsu_de_matteru
collet_brunel,tales_of_symphonia
ichinose_hajime,gatchaman_crowds
battleship_hime,kantai_collection
aiz_wallenstein,dungeon_ni_deai_wo_motomeru_no_wa_machigatteiru_darou_ka
aida_rayhunton,gundam_g_no_reconguista
asakura_rikako,touhou_(pc-98)
furudo_erika,umineko_no_naku_koro_ni
shiki_eiki,touhou
medic_(sekaiju),sekaiju_no_meikyuu
tsukiumi,sekirei
iws-2000_(girls_frontline),girls_frontline
g11_(girls_frontline),girls_frontline
ntw-20_(girls_frontline),girls_frontline
kar98k_(girls_frontline),girls_frontline
dsr-50_(girls_frontline),girls_frontline
shoukaku_(azur_lane),azur_lane
s.a.t.8_(girls_frontline),girls_frontline
ithaca_m37_(girls_frontline),girls_frontline
tmp_(girls_frontline),girls_frontline
nelson_(kantai_collection),kantai_collection
rodney_(azur_lane),lawson
ots-14_(girls_frontline),girls_frontline
ump40_(girls_frontline),girls_frontline
spas-12_(girls_frontline),girls_frontline
kalina_(girls_frontline),girls_frontline
c-ms_(girls_frontline),girls_frontline
hood_(azur_lane),azur_lane
ro635_(girls_frontline),girls_frontline
g36_(girls_frontline),girls_frontline
admiral_hipper_(azur_lane),azur_lane
suzutsuki_(kantai_collection),kantai_collection
ibis_douglas,super_robot_wars
subaru_nakajima,mahou_shoujo_lyrical_nanoha_strikers
nena_trinity,gundam_00
fukuji_mihoko,saki
cinque_(nanoha),mahou_shoujo_lyrical_nanoha_strikers
tanigawa_yuzu,megami_ibunroku_devil_survivor
watashi_(jintai),jinrui_wa_suitai_shimashita
munakata_atsumi,idolmaster_cinderella_girls
midarezaki_kyouka,kyouran_kazoku_nikki
mario,super_mario_bros.
sara_(touhou),touhou_(pc-98)
naoe_riki,little_busters!
saotome_alto,macross_frontier
yuuki_anju,love_live!_school_idol_project
marui_mitsuba,mitsudomoe
yoshinoya,hidamari_sketch
marui_hitoha,mitsudomoe
sophie_(tales),tales_of_graces
chiba_saori,hourou_musuko
minami_haruka,minami-ke
kamizaki_risa,amagami
norah_bright,original
sorami_kanata,sora_no_woto
nori,hidamari_sketch
honoka_(doa),dead_or_alive_5
xia_you_qing,world_baseball_classic
chibikko_(morihito),original
yume_(grimgar),hai_to_gensou_no_grimgar
uno_(nanoha),mahou_shoujo_lyrical_nanoha_strikers
imaichi_moenai_ko,kobe_shinbun
3.1-tan,os-tan
kondou_taeko,girls_und_panzer
esia_mariveninne,original
kyouno_madoka,rinne_no_lagrange
asuka_(senran_kagura),"""senran_kagura_shoujo-tachi_no_shin'ei"
qbz-97_(girls_frontline),girls_frontline
thunder_(girls_frontline),girls_frontline
blonde_girl_(itou),original
shizuku_(kantoku),original
suzuka_gozen_(fate),fate_(series)
hanna-justina_marseille,world_witches_series
yashajin_ai,ryuuou_no_oshigoto!
oosaki_amana,idolmaster_shiny_colors
hanabusa_kokoro,i-chu
matara_okina,touhou
morinaka_kazaki,nijisanji
kuradoberi_jam,guilty_gear
teletha_testarossa,full_metal_panic!
pururut,neptune_(series)
uni_(neptune_series),neptune_(series)
orange_heart,shin_jigen_game_neptune_vii
tennouboshi_uzume,shin_jigen_game_neptune_vii
vert,neptune_(series)
histoire,neptune_(series)
iris_heart,neptune_(series)
purple_heart,neptune_(series)
kawakami_sadayo,persona_5
nakata_sae,amagami
takagi_(tansuke),original
haruka_(senran_kagura),"""senran_kagura_shoujo-tachi_no_shin'ei"
twilight_sparkle,my_little_pony_friendship_is_magic
hinazuki_ririna,beatmania_iidx
katsuragi_(senran_kagura),"""senran_kagura_shoujo-tachi_no_shin'ei"
ms._fortune_(skullgirls),skullgirls
erufuda-san,elf-san_wa_yaserarenai.
takizawa_kyouko,bijin_onna_joushi_takizawa-san
barbara,dragon_quest_vi
vanessa_(king_of_fighters),the_king_of_fighters_xiv
ryoubi_(senran_kagura),senran_kagura
log-mi_(tonpuu),original
yuri_seo,closers
bullet_(blazblue),blazblue:_chronophantasma
baiken,guilty_gear
araiguma-san,original
irisu_fuyumi,hyouka
sorceress_(dragon's_crown),dragon's_crown
claire_harvey,hundred
koshigaya_komari,non_non_biyori
kadotani_anzu,girls_und_panzer
stheno,fate_(series)
kunashiri_(kantai_collection),kantai_collection
fujisaki_chihiro,danganronpa_1
kanzaki_sumire,sakura_taisen
haibara_ai,meitantei_conan
kuonji_ukyou,ranma_1/2
kaine_(nier),nier_(series)
chaika_bogdan,hitsugi_no_chaika
lala_satalin_deviluke,to_love-ru
okumura_haru,persona_5
christine,original
kotora_(toranoana),toranoana
tsuyuri_kumin,chuunibyou_demo_koi_ga_shitai!
plain_doll,bloodborne
uiharu_kazari,to_aru_majutsu_no_index
ebina_nana,himouto!_umaru-chan
satou_sakie,demi-chan_wa_kataritai
nel_zelpher,star_ocean_till_the_end_of_time
nina_(breath_of_fire_iv),breath_of_fire_iv
uzumaki_naruto,naruto_shippuuden
villetta_nu,code_geass
kumatora,mother_3
hanna_rudel,world_witches_series
nino_(arakawa),arakawa_under_the_bridge
manabe_nodoka,k-on!
edea_lee,bravely_default_(series)
apricot_(yamai),original
kasako_(komeshiro_kasu),original
chigusa_asuha,qualidea_code
umegiri_hifumi,beatmania
umegiri_iroha,beatmania
yuzuriha_(under_night_in-birth),under_night_in-birth
yamagumo_(kantai_collection),kantai_collection
natsuiro_matsuri,hololive
sita_vilosa,sword_girls
long_island_(azur_lane),azur_lane
kurusugawa_ayaka,to_heart
hirose_yasuho,jojolion
aizawa_hikaru,silverlight
flonne,disgaea
nana_asta_deviluke,to_love-ru
aoba_moka,bang_dream!
maruyama_aya,bang_dream!
shirasagi_chisato,bang_dream!
yomi_(senran_kagura),"""senran_kagura_shoujo-tachi_no_shin'ei"
siesta,zero_no_tsukaima
sakino_asuka,shin_sangoku_musou
kogami_akira,lucky_star
soma_peries,gundam_00
kanzaki_akari,battle_athletes
sasasegawa_sasami,little_busters!
makidera_kaede,fate_(series)
san,studio_ghibli
jenny_(fire_emblem),fire_emblem_echoes:_mou_hitori_no_eiyuuou
aliza_(granblue_fantasy),granblue_fantasy
ophelia_(fire_emblem_if),fire_emblem_if
alleyne_(queen's_blade),queen's_blade
inamori_mika,gakuen_utopia_manabi_straight!
kotohime,touhou_(pc-98)
kiyama_harumi,to_aru_majutsu_no_index
afuro_terumi,inazuma_eleven_(series)
hakuryuu_(inazuma_eleven),inazuma_eleven_go
fudou_akio,inazuma_eleven_go
kariya_masaki,inazuma_eleven_go
kurosaki_makoto,inazuma_eleven_go
ima-no-tsurugi,touken_ranbu
shindou_takuto,inazuma_eleven_go
nanobana_kinako,inazuma_eleven_go_chrono_stone
yamana_akane,inazuma_eleven_go
sorano_aoi,inazuma_eleven_go_galaxy
eris_(asobi_ni_iku_yo!),asobi_ni_iku_yo!
mine_fujiko,lupin_iii
kikuzuki_(kantai_collection),kantai_collection
farrah_(granblue_fantasy),granblue_fantasy
paul_bunyan_(fate/grand_order),fate_(series)
sucy_manbavaran,little_witch_academia
tsubaki_yayoi,blazblue
sakurai_yumeko,idolmaster_dearly_stars
ayase_arisa,love_live!_school_idol_project
toyokawa_fuuka,idolmaster_million_live!_theater_days
kinugasa_(kantai_collection),kantai_collection
sado_(kantai_collection),kantai_collection
sumi-chan_(sachito),original
karin_(p&d),puzzle_&_dragons
federica_n_doglio,world_witches_series
katori_(kantai_collection),kantai_collection
irako_(kantai_collection),kantai_collection
elma_leivonen,world_witches_series
fernandia_malvezzi,world_witches_series
scathacha_(granblue_fantasy),granblue_fantasy
katou_keiko,world_witches_series
pengy_(granblue_fantasy),granblue_fantasy
raisa_pottgen,world_witches_series
aircraft_carrier_oni,kantai_collection
matsurika_(pokemon),pokemon_sm
etna,makai_senki_disgaea
shantae_(character),shantae_(series)
nemoto_hina,watashi_ga_motenai_no_wa_dou_kangaetemo_omaera_ga_warui!
tamura_yuri,watashi_ga_motenai_no_wa_dou_kangaetemo_omaera_ga_warui!
eucliwood_hellscythe,kore_wa_zombie_desu_ka?
sandalphon_(granblue_fantasy),granblue_fantasy
dante_(devil_may_cry),devil_may_cry_3
gundula_rall,world_witches_series
hoshina_tomoko,to_heart
koharu_yoshino,sakura_quest
alice_(tales),tales_of_symphonia_knight_of_ratatosk
inumuta_houka,kill_la_kill
marta_lualdi,tales_of_symphonia_knight_of_ratatosk
mist_(fire_emblem),fire_emblem:_souen_no_kiseki
malon,the_legend_of_zelda:_ocarina_of_time
krul_tepes,owari_no_seraph
shikibe_ayaka,original
yachi_hitoka,haikyuu!!
anzu_(sumisaki_yuzuna),original
mk_23_(girls_frontline),girls_frontline
super_sass_(girls_frontline),girls_frontline
shiomiya_shiori,kami_nomi_zo_shiru_sekai
tamamo_(yagi),original
idw_(girls_frontline),girls_frontline
matsuri_(hidamari_sketch),hidamari_sketch
ariaria_(netsuki),original
arikawa_hime,himegoto
priscilla_barielle,re:zero_kara_hajimeru_isekai_seikatsu
himekawa_yuki,idolmaster_cinderella_girls
reco,mushihime-sama
mamoru_(sister_princess),sister_princess
alicia_melchiott,senjou_no_valkyria_1
bell_zephyr,night_wizard
mikazuki_yozora,boku_wa_tomodachi_ga_sukunai
bazett_fraga_mcremitz,fate_(series)
mikado_shiina,katawa_shoujo
koto_(kyousougiga),kyousougiga
ashida_machi,original
nagara_(kantai_collection),kantai_collection
harukaze_(kantai_collection),kantai_collection
sumeragi_lee_noriega,gundam_00
itoshiki_nozomu,sayonara_zetsubou_sensei
kamiki_izumo,ao_no_exorcist
izayoi_aki,"""yuu-gi-ou_5d's"
temari,naruto_(series)
ryuuzaki_umi,magic_knight_rayearth
yoshikawa_chinatsu,yuru_yuri
mimi_houllier_von_schwarzlang,atelier_totori
takao_(aoki_hagane_no_arpeggio),kantai_collection
luize,touhou_(pc-98)
hiyou_(kantai_collection),kantai_collection
i-13_(kantai_collection),kantai_collection
chiyoda_(kantai_collection),kantai_collection
maestrale_(kantai_collection),kantai_collection
miyauchi_renge,non_non_biyori
atra_mixta,gundam_tekketsu_no_orphans
rachnera_arachnera,monster_musume_no_iru_nichijou
kousaka_china,gundam_build_fighters
yumehara_nozomi,yes!_precure_5
yukishiro_honoka,precure
kuujou_joutarou,original
fa,fire_emblem:_fuuin_no_tsurugi
mizuki_seira,idolmaster_cinderella_girls
kamijou_haruna,idolmaster_cinderella_girls
higashi_setsuna,precure
kimidori_(ico),original
flaky,happy_tree_friends
nishizawa_ayumu,hayate_no_gotoku!
nazuna,hidamari_sketch
tokido_saya,little_busters!
monk_(sekaiju),sekaiju_no_meikyuu_3
tsunomori_rona,tokyo_7th_sisters
nanami_haruka,uta_no_prince-sama
sekka_yufu,utau
flora,dragon_quest_v
mukuro_(sakiyo_cake),original
sasa_kazamori,un-go
ara_han,elsword
pk_(girls_frontline),girls_frontline
matsuwa_(kantai_collection),kantai_collection
makishima_saori,ore_no_imouto_ga_konna_ni_kawaii_wake_ga_nai
haruka_(sister_princess),sister_princess
nanami_lucia,mermaid_melody_pichi_pichi_pitch
primula,shuffle!
karen_(sister_princess),sister_princess
mukaido_manaka,nagi_no_asukara
kamiki_mirai,gundam_build_fighters_try
oreki_houtarou,hyouka
sakurazaki_setsuna,mahou_sensei_negima!
sasaki_makie,mahou_sensei_negima!
suzumiya_akane,kimi_ga_nozomu_eien
wilhelmina_carmel,shakugan_no_shana
tamura_hiyori,lucky_star
kudou_fuyuka,inazuma_eleven_(series)
lavolpe_(yagisaka_seto),original
tamura_manami,ore_no_imouto_ga_konna_ni_kawaii_wake_ga_nai
asagiri_shiori,tamako_market
natsume_kyousuke,little_busters!
irizaki_mei,high_school_fleet
karasuma_chitose,galaxy_angel
sekine,angel_beats!
amy_(suisei_no_gargantia),suisei_no_gargantia
hisanuma_sayu,nagi_no_asukara
shichimiya_satone,chuunibyou_demo_koi_ga_shitai!
motoba_kirie,himouto!_umaru-chan
kusakabe_yuuki_(to_heart_2),to_heart_2
nagase_kaede,mahou_sensei_negima!
elysia_de_lute_ima,kami_nomi_zo_shiru_sekai
maaryan,to_heart_2
wakaouji_ichigo,k-on!
todoroki_yachiyo,working!!
shiodome_miuna,nagi_no_asukara
nikaidou_shinku,irotoridori_no_sekai
shin'you_(kantai_collection),kantai_collection
suou_mikoto,school_rumble
segawa_izumi,hayate_no_gotoku!
kokonoe_rin,kodomo_no_jikan
houshou_hanon,mermaid_melody_pichi_pichi_pitch
fin_e_ld_si_laffinty,rinne_no_lagrange
koyama_yuzu,girls_und_panzer
hinomoto_hikari,tokimeki_memorial_2
aoyama_blue_mountain,gochuumon_wa_usagi_desu_ka?
minazuki_(kantai_collection),kantai_collection
mistorene_callus,inazuma_eleven_(series)
frenda_seivelun,to_aru_majutsu_no_index
kawasumi_mai,kanon
canal_vorfeed,lost_universe
hiiragi_miki,lucky_star
lune_zoldark,super_robot_wars_original_generation
i-14_(kantai_collection),kantai_collection
sagiri_(kantai_collection),kantai_collection
samuel_b._roberts_(kantai_collection),kantai_collection
miria_marigold_mackenzie,jewelpet_twinkle
sakaki,azumanga_daiou
iona,aoki_hagane_no_arpeggio
yarizui_sen,ben-tou
makino_kanna,tamako_market
hinazuki_kayo,boku_dake_ga_inai_machi
oogami_tamaki,idolmaster_million_live!
aikawa_chiho,yuyushiki
saionji_reimi,star_ocean_the_last_hope
juliet_persia,kishuku_gakkou_no_juliet
futaba_rio,seishun_buta_yarou
zero_(zero_kara_hajimeru_mahou_no_sho),zero_kara_hajimeru_mahou_no_sho
eirika,fire_emblem_heroes
lee-enfield_(girls_frontline),girls_frontline
eleonore_kliesen,tekken
ujimatsu_chiya,gochuumon_wa_usagi_desu_ka?
gene_(pso2),phantasy_star_online_2
ramza_beoulve,final_fantasy_tactics
hattori_yuu,aikatsu!_(series)
sanji,one_piece
nakiri_alice,shokugeki_no_souma
yamato_aki,idolmaster_cinderella_girls_starlight_stage
sakuraba_rola,aikatsu_stars!
kaiba_seto,yuu-gi-ou
seulbi_lee,closers
cinia_pacifica,sword_girls
suzunoki_rin,bakuon!!
kikyou_(inuyasha),inuyasha
tomoe_hotaru,bishoujo_senshi_sailor_moon
feena_(grandia),grandia_i
satou_sei,to_aru_majutsu_no_index
arrietty,karigurashi_no_arrietty
inuyasha_(character),inuyasha
hino_rei,bishoujo_senshi_sailor_moon
emma_(victorian_romance_emma),victorian_romance_emma
kasuga_mirai,idolmaster_million_live!
shinomiya_karen,idolmaster_million_live!
komatsu_ibuki,idolmaster_cinderella_girls
9a-91_(girls_frontline),girls_frontline
kawashima_mizuki,idolmaster_cinderella_girls
kusunoki_yukimura,boku_wa_tomodachi_ga_sukunai
francoise_arnoul,cyborg_009
roux_louka,gundam_zz
miyoshi_sana,idolmaster_cinderella_girls
sumeragi_shion,gj-bu
kotoura_haruka,kotoura-san
yohane_bonaventura,original
leila_(code_geass),code_geass:_boukoku_no_akito
frankenstein's_monster_(fate),fate_(series)
hikage_(senran_kagura),"""senran_kagura_shoujo-tachi_no_shin'ei"
shimohira_reika,gantz
oerba_dia_vanille,final_fantasy_xiii
hyur,final_fantasy_xiv
altair_floone,original
tia-chan,original
momochi_tamate,slow_start
sengoku_kamuri,slow_start
koshigaya_natsumi,non_non_biyori
touhoku_kiritan,voiceroid
yukimi_koume,urara_meirochou
lavinia_whateley_(fate/grand_order),fate_(series)
kusunoki_midori,higanbana_no_saku_yoru_ni
eria,yuu-gi-ou
mochizuki_hijiri,idolmaster_cinderella_girls
zangyaku-san,ano_ko_wa_toshi_densetsu
oogaki_chiaki,yurucamp
amemiya_sekira,original
nosa_kouko,high_school_fleet
sakuragi_mano,idolmaster_shiny_colors
nekomiya_ryuu,original
afilia_(kiyomin),original
i-26_(azur_lane),azur_lane
akatsuki_yuni,uni_channel
naoki_miki,gakkou_gurashi!
chikujouin_magane,re:creators
colo_mag-chan,original
belgium_(hetalia),axis_powers_hetalia
heiwajima_shizuo,durarara!!
konori_mii,to_aru_majutsu_no_index
nemurin,mahou_shoujo_ikusei_keikaku_unmarked
hiro_(darling_in_the_franxx),darling_in_the_franxx
edelgard_von_hresvelgr_(fire_emblem),fire_emblem:_fuukasetsugetsu
hanada_kirame,saki
dark-skinned_girl_(23),original
grayfia_lucifuge,high_school_dxd
raynare,high_school_dxd
kyon_no_imouto,suzumiya_haruhi_no_yuuutsu
teana_lanster,mahou_shoujo_lyrical_nanoha_strikers
risotto_nero,jojo_no_kimyou_na_bouken
ushiromiya_maria,umineko_no_naku_koro_ni
nagase_minato,akane-iro_ni_somaru_saka
curly_brace,doukutsu_monogatari
mp40_(girls_frontline),girls_frontline
mizuki_(kutan),original
ren_kougyoku,magi_the_labyrinth_of_magic
nitori_aiichirou,free!
matsukaze_tenma,inazuma_eleven_go
tachibana_makoto,free!
matsuoka_rin,free!
himemiya_touri,ensemble_stars!
sendou_aichi,cardfight!!_vanguard
kobayakawa_horan,original
sakuma_jirou,inazuma_eleven_(series)
mikleo_(tales),tales_of_zestiria
shino_hajime,ensemble_stars!
nasu_no_yoichi,drifters
cafe_(cafe-chan_to_break_time),cafe-chan_to_break_time
amazon_(dragon's_crown),dragon's_crown
kiryuu_moeka,steins;gate
yune_(ikoku_meiro_no_croisee),ikoku_meiro_no_croisee
black_gold_saw,black_rock_shooter
northern_italy_(hetalia),axis_powers_hetalia
shirakawa_nanaka,da_capo_ii
audrey_burne,gundam_unicorn
ogiso_setsuna,white_album_2
tenjouin_asuka,yuu-gi-ou_gx
saionji_kotoka,idolmaster_cinderella_girls
yuki_onna_(ring_dream),ring_dream
oginome_ringo,mawaru_penguindrum
karura_(utawareru_mono),utawareru_mono
phosphophyllite,houseki_no_kuni
antarcticite,houseki_no_kuni
kano_shuuya,kagerou_project
lapis_lazuli_(houseki_no_kuni),houseki_no_kuni
jochuu-san,original
haruno_haruka,precure
roy_(fire_emblem),fire_emblem_heroes
meleph_(xenoblade),xenoblade_2
nino_(fire_emblem),fire_emblem:_rekka_no_ken
lora_(xenoblade_2),xenoblade_2:_ogon_no_kuri_ira
florina,fire_emblem:_rekka_no_ken
aira_(fire_emblem),fire_emblem_heroes
tsunetsuki_matoi,sayonara_zetsubou_sensei
ester_ein_astrada,kenran_butou_sai
konno_makoto,toki_wo_kakeru_shoujo
tachibana_miya,amagami
nausicaa,kaze_no_tani_no_nausicaa
tsurumi_chiriko,ano_hi_mita_hana_no_namae_wo_bokutachi_wa_mada_shiranai.
viola_(majo_no_ie),majo_no_ie
beatrice_(wild_arms),wild_arms_3
cecilia_lynne_adelhyde,wild_arms_1
estellise_sidos_heurassein,tales_of_vesperia
ayesha_altugle,atelier_ayesha
aino_megumi,precure
shirabe_ako,suite_precure
witch_(puyopuyo),puyopuyo
escha_malier,atelier_escha_&_logy
izayoi_liko,precure
rena_(elsword),elsword
cattleya_(flower_knight_girl),flower_knight_girl
ashelia_b'nargin_dalmasca,final_fantasy_xii
ricotta_elmar,dog_days
kamazuki_suzuno,hataraku_maou-sama!
arnval,busou_shinki
princess_peach,super_mario_odyssey
sakurano_kurimu,seitokai_no_ichizon
mikumo_guynemer,macross_delta
katalina_aryze,granblue_fantasy
kohinata_aoi_(dokidoki_sister_aoi-chan),original
inaba_rinne,chousoku_henkei_gyrozetter
iri_flina,sword_girls
doujima_nanako,persona_4
lina_davis,heroman
saitou_kon,original
hasegawa_urumi,kaitori_oukoku
shiro_(kida_kuro_mu),original
mitoko_(tsuchikure),original
penthesilea_(fate/grand_order),fate_(series)
material-s,"""mahou_shoujo_lyrical_nanoha_a's_portable:_the_battle_of_aces"
mito_mashiro,tayutama
tatsumi_kon,urara_meirochou
oshimizu_nako,hanasaku_iroha
shiguma_rika,boku_wa_tomodachi_ga_sukunai
katou_marika,miniskirt_pirates
saitama_(one-punch_man),one-punch_man
arle_nadja,puyopuyo
koko_hekmatyar,jormungand
narumiya_yume,idolmaster_cinderella_girls_starlight_stage
takei_junko,world_witches_series
sofia_valmer,jormungand
usuzumi_hatsumi,saki
nakajima_(girls_und_panzer),girls_und_panzer
sakuragi_matsuri,ichigo_mashimaro
serizawa_momoka,tokyo_7th_sisters
kana_anaberal,touhou_(pc-98)
oono_aya,girls_und_panzer
mikko_(girls_und_panzer),girls_und_panzer
fuuka_reventon,vivid_strike!
cutlass_(girls_und_panzer),girls_und_panzer
andou_(girls_und_panzer),girls_und_panzer
isobe_noriko,splatoon_1
alisa_(girls_und_panzer),girls_und_panzer
grete_m_gollob,world_witches_series
kawanishi_shinobu,girls_und_panzer
azumi_(girls_und_panzer),girls_und_panzer
kurugaya_yuiko,little_busters!
caesar_(girls_und_panzer),girls_und_panzer
yamagou_ayumi,girls_und_panzer
saemonza,girls_und_panzer
edytha_rossmann,world_witches_series
seki_hiromi,idolmaster_cinderella_girls
boa_hancock,one_piece
minerva_(fire_emblem),fire_emblem:_monshou_no_nazo
sofiya,fire_emblem:_fuuin_no_tsurugi
nelson_(azur_lane),azur_lane
euryale,fate_(series)
kaburagi_t_kotetsu,tiger_&_bunny
girl_(deemo),deemo
theresa_apocalypse,honkai_impact_3
shiba_miyuki,mahouka_koukou_no_rettousei
aleksandra_i_pokryshkin,world_witches_series
heinrike_prinzessin_zu_sayn-wittgenstein,world_witches_series
myrrh,fire_emblem_heroes
zero_(drag-on_dragoon),drag-on_dragoon_3
aono_miki,precure
roromiya_karuta,inu_x_boku_ss
soraka,league_of_legends
barnaby_brooks_jr,tiger_&_bunny
ivan_karelin,tiger_&_bunny
uryuu_ryuunosuke,fate_(series)
kayneth_el-melloi_archibald,fate_(series)
toosaka_tokiomi,fate_(series)
keith_goodman,tiger_&_bunny
lancer_(fate/zero),fate_(series)
prosciutto,jojo_no_kimyou_na_bouken
jonathan_joestar,jojo_no_kimyou_na_bouken
melone,jojo_no_kimyou_na_bouken
emiya_kiritsugu,fate_(series)
banagher_links,gundam_unicorn
kira_yoshikage,jojo_no_kimyou_na_bouken
joseph_oda,the_evil_within
lancer,fate_(series)
guido_mista,jojo_no_kimyou_na_bouken
kaizuka_inaho,aldnoah.zero
foo_fighters,jojo_no_kimyou_na_bouken
yamagishi_yukako,jojo_no_kimyou_na_bouken
kaburagi_kaede,tiger_&_bunny
lisa_lisa,jojo_no_kimyou_na_bouken
kiyama_hiroto,inazuma_eleven_(series)
kazemaru_ichirouta,inazuma_eleven_(series)
beta_(inazuma_eleven),inazuma_eleven_go_chrono_stone
kino_aki,inazuma_eleven_(series)
nishida_satono,touhou
kinoshita_shizuka,k-on!
miyako_(rabochicken),original
pai-chan_(nao),original
kaga_kouko,golden_time
arika_yumemiya,my-otome
kashiwaba_tomoe,rozen_maiden
98-tan,the_star_of_delight
hina_ichigo,rozen_maiden
apricot_sakuraba,galaxy_angel_rune
yotsuba_(sister_princess),sister_princess
asakura_nemu,da_capo_i
kuga_natsuki,my-hime
