Column 5,Column 6
kirino_ranmaru,inazuma_eleven_go_chrono_stone
akemi_homura,mahou_shoujo_madoka_magica
kaname_madoka,mahou_shoujo_madoka_magica
elsa_(frozen),frozen_(disney)
neferpitou,hunter_x_hunter
shoukaku_(kantai_collection),kantai_collection
tsukumo_benben,touhou
houjou_karen,idolmaster_cinderella_girls
kitazawa_shiho,idolmaster_million_live!
ene_(kagerou_project),kagerou_project
mizumoto_yukari,idolmaster_cinderella_girls_starlight_stage
yagami_makino,idolmaster_cinderella_girls
yuubari_(kantai_collection),kantai_collection
fujiwara_hajime,idolmaster_cinderella_girls
yahagi_(kantai_collection),kantai_collection
agano_(kantai_collection),kantai_collection
tachibana_arisu,idolmaster_cinderella_girls
baba_konomi,idolmaster_million_live!
sakuramori_kaori,idolmaster_million_live!_theater_days
ootsuki_yui,idolmaster_cinderella_girls
shiragiku_hotaru,idolmaster_cinderella_girls_starlight_stage
kisaragi_momo,vocaloid
i-58_(kantai_collection),kantai_collection
igarashi_kyouko,idolmaster_cinderella_girls
sakurai_momoka,idolmaster_cinderella_girls_starlight_stage
mogami_shizuka,idolmaster_million_live!
ebisuzawa_kurumi,gakkou_gurashi!
akagi_miria,idolmaster_cinderella_girls
hitachi_mako,senren_banka
kitami_yuzu,idolmaster_cinderella_girls
kasumigaoka_utaha,saenai_heroine_no_sodatekata
ikebukuro_akiha,idolmaster_cinderella_girls
kitakami_(kantai_collection),kantai_collection
nakagawa_kanon,kami_nomi_zo_shiru_sekai
minami_kotori,love_live!_school_idol_project
shimakaze_(kantai_collection),kantai_collection
mikuma_(kantai_collection),kantai_collection
ogata_chieri,idolmaster_cinderella_girls
miyamoto_frederica,idolmaster_cinderella_girls
hakozaki_serika,idolmaster_million_live!
nishizumi_maho,girls_und_panzer
danua,granblue_fantasy
araki_hina,idolmaster_cinderella_girls
helena_blavatsky_(fate/grand_order),fate_(series)
armin_arlert,shingeki_no_kyojin
kamiya_nao,idolmaster_cinderella_girls
ushio_(kantai_collection),kantai_collection
shirasaka_koume,idolmaster_cinderella_girls
nanao_yuriko,idolmaster_million_live!
sajou_yukimi,idolmaster_cinderella_girls
kohinata_miho,idolmaster_cinderella_girls
wakasagihime,touhou
aki_(girls_und_panzer),girls_und_panzer
takagaki_kaede,idolmaster_cinderella_girls_starlight_stage
ooishi_izumi,idolmaster_cinderella_girls
yowane_haku,vocaloid
yatogami_tooka,date_a_live
isuzu_(kantai_collection),kantai_collection
taigei_(kantai_collection),kantai_collection
kongou_(kantai_collection),kantai_collection
anchovy,girls_und_panzer
mizuki-chan_(sasahara_wakaba),original
natalia_(idolmaster),idolmaster_cinderella_girls
yokoyama_nao,idolmaster_million_live!
kimura_natsuki,idolmaster_cinderella_girls
yukico-tan,yukijirushi
i-19_(kantai_collection),kantai_collection
yayoi_(kantai_collection),kantai_collection
littorio_(kantai_collection),kantai_collection
hiiragi_shinoa,owari_no_seraph
u-511_(kantai_collection),kantai_collection
emilia_(re:zero),re:zero_kara_hajimeru_isekai_seikatsu
tada_riina,idolmaster_cinderella_girls
souryuu_(kantai_collection),kantai_collection
mercy_(overwatch),overwatch
female_admiral_(kantai_collection),kantai_collection
nursery_rhyme_(fate/extra),fate_(series)
takayama_sayoko,idolmaster_million_live!_theater_days
hayami_kanade,idolmaster_cinderella_girls
blake_belladonna,rwby
yuugumo_(kantai_collection),kantai_collection
suou_momoko,idolmaster_million_live!
naka_(kantai_collection),kantai_collection
niijima_makoto,persona_5
wo-class_aircraft_carrier,kantai_collection
shiraishi_tsumugi,idolmaster_million_live!_theater_days
mika_(girls_und_panzer),girls_und_panzer
yukinoshita_haruno,yahari_ore_no_seishun_lovecome_wa_machigatteiru.
ahri,league_of_legends
tamasaka_makoto,tokyo_7th_sisters
sakura_futaba,persona_5
hagiwara_yukiho,idolmaster_(classic)
shijou_takane,idolmaster_(classic)
ro-500_(kantai_collection),kantai_collection
akagi_(kantai_collection),kantai_collection
koizumi_hanayo,love_live!_school_idol_project
nagayoshi_subaru,idolmaster_million_live!
anette_(pso2),phantasy_star_online_2
satake_minako,idolmaster_million_live!_theater_days
itsuka_kotori,date_a_live
takamori_aiko,idolmaster_cinderella_girls
nanami_chiaki,danganronpa_3
yamashiro_(kantai_collection),kantai_collection
yuigahama_yui,yahari_ore_no_seishun_lovecome_wa_machigatteiru.
murakami_tomoe,idolmaster_cinderella_girls
nonna,girls_und_panzer
hamaguchi_ayame,idolmaster_cinderella_girls
yorita_yoshino,idolmaster_cinderella_girls
rem_(re:zero),re:zero_kara_hajimeru_isekai_seikatsu
matoba_risa,idolmaster_cinderella_girls
hata_no_kokoro,touhou
ichigo_(darling_in_the_franxx),darling_in_the_franxx
tanaka_asuka,hibike!_euphonium
shuten_douji_(fate/grand_order),fate_(series)
yano_erika,shirobako
nagato_(kantai_collection),kantai_collection
ganaha_hibiki,idolmaster_(classic)
shiomi_shuuko,idolmaster_cinderella_girls
yuffie_kisaragi,final_fantasy_vii
kinpatsu-chan_(rucchiifu),original
graf_zeppelin_(kantai_collection),kantai_collection
oumae_kumiko,hibike!_euphonium
senkawa_chihiro,idolmaster_cinderella_girls
megumin,kono_subarashii_sekai_ni_shukufuku_wo!
haruno_sakura,naruto_(series)
altera_(fate),fate_(series)
aiba_yumi,idolmaster_cinderella_girls
sakuranomiya_maika,blend_s
adagaki_aki,masamune-kun_no_revenge
ai-chan_(tawawa),getsuyoubi_no_tawawa
mirai_akari,mirai_akari_project
tracer_(overwatch),overwatch
xuanzang_(fate/grand_order),fate_(series)
itsumi_erika,girls_und_panzer
satou_shin,idolmaster_cinderella_girls
matsuura_kanan,love_live!_sunshine!!
leonardo_da_vinci_(fate/grand_order),fate_(series)
akiyama_yukari,girls_und_panzer
ange_(princess_principal),princess_principal
chiyo_(ane_naru_mono),ane_naru_mono
chi-chi_(dragon_ball),dragon_ball_(classic)
sunohara_ayaka,sunoharasou_no_kanrinin-san
elizabeth_(persona),persona_3
ruby_rose,rwby
lynette_bishop,world_witches_series
francesca_lucchini,world_witches_series
miriam_(bloodstained),bloodstained:_ritual_of_the_night
crystal_(pokemon),pokemon_gsc
adachi_tooru,persona_4
hino_akane_(idolmaster),idolmaster_cinderella_girls
amagi_yukiko,persona_4
nishizumi_shiho,girls_und_panzer
narberal_gamma,overlord_(maruyama)
katagiri_sanae,idolmaster_cinderella_girls
charlotte_e_yeager,world_witches_series
zaizen_tokiko,idolmaster_cinderella_girls
clara_(girls_und_panzer),girls_und_panzer
ashigara_(kantai_collection),kantai_collection
takayama_maria,boku_wa_tomodachi_ga_sukunai
mifune_ryuuko,denpa_onna_to_seishun_otoko
miyako_yoshika,touhou
iris_(material_sniper),material_sniper
kasane_teto,utau
sonohara_anri,durarara!!
hk416_(girls_frontline),girls_frontline
luthica_preventer,sword_girls
sophia_esteed,star_ocean_till_the_end_of_time
sabitsuki,.flow
fukuyama_mai,idolmaster_cinderella_girls
reinforce_zwei,mahou_shoujo_lyrical_nanoha_strikers
nakoruru,samurai_spirits
christina_sierra,gundam_00
amatsuka_tsurara,baby_princess
yuuno_scrya,mahou_shoujo_lyrical_nanoha
kazama_asuka,tekken
ginga_nakajima,mahou_shoujo_lyrical_nanoha_strikers
ranka_lee,macross_frontier
clare_(claymore),claymore
haman_karn,zeta_gundam
kobayakawa_rinko,love_plus
yamada_michiru,to_heart_2
milly_ashford,code_geass
jessica_albert,dragon_quest_viii
hatsuzuki_(kantai_collection),kantai_collection
ark_royal_(kantai_collection),kantai_collection
hecatia_lapislazuli,touhou
vampy,shingeki_no_bahamut
clownpiece,touhou
motoori_kosuzu,touhou
doremy_sweet,touhou
kasodani_kyouko,touhou
nanase_kureha,original
ringo_(touhou),touhou
z1_leberecht_maass_(kantai_collection),kantai_collection
yorigami_jo'on,touhou
narmaya_(granblue_fantasy),granblue_fantasy
komano_aun,touhou
amatsukaze_(kantai_collection),kantai_collection
mix_(aquarion),aquarion_evol
mumei_(kabaneri),koutetsujou_no_kabaneri
ping_hai_(azur_lane),azur_lane
emperor_penguin_(kemono_friends),kemono_friends
sasaki_akebi,girls_und_panzer
eldridge_(azur_lane),azur_lane
yuel_(granblue_fantasy),granblue_fantasy
silver_fox_(kemono_friends),kemono_friends
yorigami_shion,touhou
magisa_(granblue_fantasy),granblue_fantasy
unryuu_(kantai_collection),kantai_collection
ayanami_(azur_lane),azur_lane
sakata_nemuno,touhou
grey_wolf_(kemono_friends),kemono_friends
kamikaze_(kantai_collection),kantai_collection
blanc,neptune_(series)
green_heart,neptune_(series)
pyrrha_nikos,rwby
nanbara_chizuru,original
electro_alice,original
lyria_(granblue_fantasy),granblue_fantasy
sturm_(granblue_fantasy),granblue_fantasy
kanzaki_h_aria,hidan_no_aria_aa
io_euclase,granblue_fantasy
mizushiro_celica,beatmania_iidx
jessica_(granblue_fantasy),granblue_fantasy
eureka,eureka_seven_(series)
celestia_ludenberck,danganronpa_1
sakura_chiyo,gekkan_shoujo_nozaki-kun
kurosawa_ruby,love_live!_sunshine!!
lily_(vocaloid),vocaloid
kaito,vocaloid
pram,phantom_kingdom
archbishop,ragnarok_online
miyafuji_yoshika,world_witches_series
eila_ilmatar_juutilainen,world_witches_series
gertrud_barkhorn,world_witches_series
perrine_h_clostermann,world_witches_series
ninomiya_asuka,idolmaster_cinderella_girls
i-168_(kantai_collection),kantai_collection
tailred,ore_twintail_ni_narimasu
ikari_shinji,neon_genesis_evangelion
hidaka_ai,idolmaster_dearly_stars
houjou_hibiki,suite_precure
shionji_yuuko,kami-sama_no_memo-chou
akizuki_(kantai_collection),kantai_collection
ikamusume,shinryaku!_ikamusume
chen,touhou
ouma_kokichi,new_danganronpa_v3
merlin_prismriver,touhou
usami_renko,touhou
lily_white,touhou
ibaraki_kasen,touhou
mima,touhou_(pc-98)
mai_(touhou),touhou_(pc-98)
tokiko_(touhou),touhou
yasaka_kanako,touhou
lyrica_prismriver,touhou
mononobe_no_futo,touhou
watatsuki_no_yorihime,touhou
kishin_sagume,touhou
kagiyama_hina,touhou
maria_traydor,star_ocean_till_the_end_of_time
sage_(dq3),dragon_quest_iii
fir,fire_emblem:_fuuin_no_tsurugi
itsuwa,to_aru_majutsu_no_index
last_order,to_aru_majutsu_no_index
kashiwazaki_sena,boku_wa_tomodachi_ga_sukunai
accelerator,to_aru_majutsu_no_index
tomoe_mami,mahou_shoujo_madoka_magica
kanbe_kotori,rewrite
suenaga_mirai,culture_japan
nakahara_misaki,nhk_ni_youkoso!
koiwai_yotsuba,yotsubato!
kururugi_suzaku,code_geass
matou_kariya,fate_(series)
usada_hikaru,di_gi_charat
takatsuki_ichika,ano_natsu_de_matteru
amatsuka_megumi_(gj-bu),gj-bu
toudou_yurika,aikatsu!_(series)
amane_suzuha,steins;gate
koseki_reina,idolmaster_cinderella_girls
kurousagi_(mondaiji),mondaiji-tachi_ga_isekai_kara_kuru_sou_desu_yo?
kousaka_yukiho,love_live!_school_idol_project
onodera_kosaki,nisekoi
rias_gremory,high_school_dxd
marks_(fire_emblem_if),fire_emblem_if
oomuro_sakurako,yuru_yuri
amelie_planchard,world_witches_series
kanno_naoe,world_witches_series
jill_valentine,resident_evil_5
tenkuubashi_tomoka,idolmaster_million_live!
julia_(idolmaster),idolmaster_million_live!
futami_ami,idolmaster_million_live!
matsuda_arisa,idolmaster_million_live!
oohara_michiru,idolmaster_cinderella_girls
nonohara_akane,idolmaster_million_live!
tokugawa_matsuri,idolmaster_million_live!
mifune_miyu,idolmaster_cinderella_girls
nikaidou_chizuru,idolmaster_million_live!
handa_roko,idolmaster_million_live!
shimabara_elena,idolmaster_million_live!
matsuo_chizuru,idolmaster_cinderella_girls
shiina_noriko,idolmaster_cinderella_girls
makabe_mizuki,idolmaster_million_live!
fujimoto_rina,idolmaster_cinderella_girls
kiryuu_tsukasa_(idolmaster),idolmaster_cinderella_girls
maihama_ayumu,idolmaster_million_live!
emily_stewart,idolmaster_million_live!
doumyouji_karin,idolmaster_cinderella_girls
imai_kana,idolmaster_cinderella_girls
asia_argento,high_school_dxd
ryuuzaki_kaoru,idolmaster_cinderella_girls
hoshi_shouko,idolmaster_cinderella_girls
yabuki_kana,idolmaster_million_live!
yao_feifei,idolmaster_cinderella_girls
hori_yuuko,idolmaster_cinderella_girls
yuuki_haru,idolmaster_cinderella_girls
ibuki_tsubasa,idolmaster_million_live!
moroboshi_kirari,idolmaster_cinderella_girls
tokoro_megumi,idolmaster_million_live!
kinoshita_hinata,idolmaster_million_live!
xenovia_quarta,high_school_dxd
kitakami_reika,idolmaster_million_live!
toujou_koneko,high_school_dxd
mizushima_saki,idolmaster_side-m
himejima_akeno,high_school_dxd
momose_rio,idolmaster_million_live!
kuroka_(high_school_dxd),high_school_dxd
matsumoto_rangiku,bleach
yusa_emi,hataraku_maou-sama!
sakakibara_satomi,idolmaster_cinderella_girls
kousaka_umi,idolmaster_million_live!
clarice_(idolmaster),idolmaster_cinderella_girls
tenshi_(angel_beats!),angel_beats!
rossweisse,high_school_dxd_infinity
xion_(kingdom_hearts),kingdom_hearts_358/2_days
princess_of_moonbrook,dragon_quest_ii
kairi_(kingdom_hearts),kingdom_hearts_i
namine,kingdom_hearts
agrias_oaks,final_fantasy_tactics
tsurumaki_maki,voiceroid
octoling,splatoon_2:_octo_expansion
illustrious_(azur_lane),azur_lane
takao_(azur_lane),azur_lane
princess_king_boo,new_super_mario_bros._u_deluxe
kotonoha_aoi,voiceroid
kizuna_akari,voiceroid
mizuki_(pokemon),pokemon_sm
massachusetts_(azur_lane),azur_lane
au_ra,final_fantasy_xiv
morrigan_aensland,vampire_(game)
cleveland_(azur_lane),azur_lane
kobushi_abiru,sayonara_zetsubou_sensei
suou_pavlichenko,darker_than_black
kagamine_len,vocaloid
dlanor_a_knox,umineko_no_naku_koro_ni
ibara_mayaka,hyouka
nepgear,neptune_(series)
meiko,vocaloid
konjiki_no_yami,to_love-ru_darkness
noel_(sora_no_method),sora_no_method
aila_jyrkiainen,gundam_build_fighters
ryomou_shimei,ikkitousen_valiant_venus
koujiro_frau,robotics;notes
amatsuka_mao,gj-bu
corticarte_apa_lagranges,shinkyoku_soukai_polyphonica
makinami_mari_illustrious,rebuild_of_evangelion
aya_brea,parasite_eve
shiina_mashiro,sakura-sou_no_pet_na_kanojo
panty_(psg),panty_&_stocking_with_garterbelt
kurumi_(kantoku),original
cagliostro_(granblue_fantasy),granblue_fantasy
boudica_(fate/grand_order),fate_(series)
one_(cevio),cevio
snow_white_(sinoalice),sinoalice
beatrix_(granblue_fantasy),granblue_fantasy
dark_angel_olivia,granblue_fantasy
vz.61_(girls_frontline),girls_frontline
asui_tsuyu,boku_no_hero_academia
florence_nightingale_(fate/grand_order),fate_(series)
mei_(overwatch),overwatch
d.va_(overwatch),overwatch
funami_yui,yuru_yuri
tsuchinoko_(kemono_friends),kemono_friends
elma_(maidragon),kobayashi-san_chi_no_maidragon
tooru_(maidragon),kobayashi-san_chi_no_maidragon
yayaka,flip_flappers
heroine_(dra+koi),dra+koi
super_pochaco,nitroplus
lucy_(elfen_lied),mahou_shoujo_madoka_magica
himeji_mizuki,baka_to_test_to_shoukanjuu
hibari_(senran_kagura),"""senran_kagura_shoujo-tachi_no_shin'ei"
mighty_yukiko,wrestle_angels_survivor
elesis_(elsword),elsword
angela_balzac,rakuen_tsuihou
homura_(senran_kagura),senran_kagura
meer_campbell,gundam_seed_destiny
yorha_no._2_type_b,nier_automata
special_week,umamusume
hacka_doll_2,hacka_doll
super_tama_musume,tamatoys
hyuuga_(kantai_collection),kantai_collection
nekonyaa,girls_und_panzer
tirpitz_(warship_girls_r),warship_girls_r
kagamihara_nadeshiko,yurucamp
sakurai_rihoko,amagami
kousaka_kirino,ore_no_imouto_ga_konna_ni_kawaii_wake_ga_nai
kasugano_sora,yosuga_no_sora
cecilia_alcott,infinite_stratos
aragaki_ayase,ore_no_imouto_ga_konna_ni_kawaii_wake_ga_nai
caro_ru_lushe,mahou_shoujo_lyrical_nanoha_strikers
wang_yuanji,shin_sangoku_musou
erica_hartmann,world_witches_series
ikaros,sora_no_otoshimono
takei_hisa,saki
ereshkigal_(fate/grand_order),fate_(series)
passion_lip,fate_(series)
nymph_(sora_no_otoshimono),sora_no_otoshimono
shokuhou_misaki,to_aru_majutsu_no_index
ishtar_(fate/grand_order),fate_(series)
candela_(pokemon),pokemon_go
hasegawa_kobato,boku_wa_tomodachi_ga_sukunai
sunny_milk,touhou
yatadera_narumi,touhou
kijin_seija,touhou
lemrina_vers_envers,aldnoah.zero
ak-12_(girls_frontline),girls_frontline
nanako_(to_heart_2),to_heart_2_ad
yuuki_makoto,persona_3
yui_(sao),sword_art_online:_hollow_fragment
katou_megumi,saenai_heroine_no_sodatekata
murasaki_(senran_kagura),senran_kagura_new_wave
katsura_kotonoha,school_days
torii_eriko,maria-sama_ga_miteru
kotegawa_yui,to_love-ru
chiba_kirino,bamboo_blade
maria_(hayate_no_gotoku!),hayate_no_gotoku!
zange,kannagi
tiffania_westwood,zero_no_tsukaima
okonogi_yuuko,dennou_coil
fuura_kafuka,sayonara_zetsubou_sensei
hayase_mitsuki,kimi_ga_nozomu_eien
cordelia_glauca,tantei_opera_milky_holmes
fukuzawa_yumi,maria-sama_ga_miteru
saginomiya_isumi,hayate_no_gotoku!
aoba_tsugumi,kannagi
sakagami_tomoyo,clannad
isurugi_noe,true_tears
bushidou_(sekaiju),sekaiju_no_meikyuu
futami_eriko,kimi_kiss
sasamori_karin,to_heart_2
kotobuki_tsumugi,k-on!
kaga_ai,sayonara_zetsubou_sensei
miyamura_miyako,ef
lisa_(seiken_no_blacksmith),seiken_no_blacksmith
matsuoka_gou,free!
feldt_grace,gundam_00
suzuki_jun,k-on!
haramura_nodoka,saki
shampoo_(ranma_1/2),ranma_1/2
shirai_kuroko,to_aru_majutsu_no_index
raven_(dc),teen_titans
misaka_worst,to_aru_majutsu_no_index
wakaba_(kantai_collection),kantai_collection
naishi-chan,original
amanogawa_kirara,precure
kitashirakawa_tamako,tamako_market
oshino_ougi,owarimonogatari
kurosawa_dia,love_live!_sunshine!!
fukiyose_seiri,to_aru_majutsu_no_index
ushiwakamaru_(fate/grand_order),fate_(series)
rory_mercury,gate_-_jieitai_ka_no_chi_nite_kaku_tatakaeri
female_protagonist_(pokemon_go),pokemon_go
tina_branford,final_fantasy_vi
hayashimo_(kantai_collection),kantai_collection
elin_(tera),tera_online
scheherazade_(fate/grand_order),fate_(series)
nishi_kinuyo,girls_und_panzer
pepperoni_(girls_und_panzer),girls_und_panzer
alessandra_susu,tokyo_7th_sisters
anastasia_(fate/grand_order),fate_(series)
song_(granblue_fantasy),granblue_fantasy
warspite_(kantai_collection),kantai_collection
shinoda_hajime,new_game!
komi_shouko,komi-san_wa_komyushou_desu
welrod_mk2_(girls_frontline),girls_frontline
aircraft_carrier_hime,kantai_collection
mukai_takumi,idolmaster_cinderella_girls
ringo-chan_(otokuyou),original
elf_(houtengeki),original
tone_(kantai_collection),kantai_collection
belfast_(azur_lane),azur_lane
suiren_(pokemon),pokemon_sm
tsuru-chan,original
madeline_(eric_muentes),original
kiana_kaslana,honkai_impact_3
erza_scarlet,fairy_tail
consort_yu_(fate),fate_(series)
felix_argyle,re:zero_kara_hajimeru_isekai_seikatsu
chloe_von_einzbern,fate_(series)
arisa_(shadowverse),shadowverse
shiki_(senran_kagura),senran_kagura_new_wave
izumi_ako,mahou_sensei_negima!
succubus_(disgaea),makai_senki_disgaea_3
sakaguchi_karina,kore_wa_zombie_desu_ka?
ushiromiya_natsuhi,umineko_no_naku_koro_ni
medicine_melancholy,touhou
roll_caskett,rockman_dash
inuyama_aoi,yurucamp
yaoyorozu_momo,boku_no_hero_academia
kagari_atsuko,little_witch_academia
alpaca_suri_(kemono_friends),kemono_friends
camilla_(fire_emblem_if),fire_emblem
toga_himiko,boku_no_hero_academia
jirou_kyouka,boku_no_hero_academia
takarada_rikka,ssss.gridman
lusamine_(pokemon),pokemon_sm
blue_(pokemon),pokemon_frlg
aether_foundation_employee,pokemon_sm
ashido_mina,boku_no_hero_academia
high_elf_archer_(goblin_slayer!),goblin_slayer!
diana_cavendish,little_witch_academia
priestess_(goblin_slayer!),goblin_slayer!
kasumi_(pokemon),pokemon_frlg
sakurajima_mai,seishun_buta_yarou
haruhara_haruko,flcl
nekomura_iroha,vocaloid
hagoromo_gitsune,nurarihyon_no_mago
minami_touma,minami-ke_okawari
taiwan_(hetalia),axis_powers_hetalia
imai_midori,shirobako
nagisa_kaworu,neon_genesis_evangelion
sakata_gintoki,gintama
takami_chika,love_live!_sunshine!!
aqua_(kingdom_hearts),kingdom_hearts_birth_by_sleep
prier,la_pucelle
frederica_bernkastel,umineko_no_naku_koro_ni
leafa,sword_art_online
celica_(fire_emblem),fire_emblem_heroes
kirigaya_suguha,sword_art_online
kinuhata_saiai,to_aru_majutsu_no_index
elise_(fire_emblem_if),fire_emblem_if
hinoka_(fire_emblem_if),fire_emblem_if
chiki,fire_emblem_heroes
ninian,fire_emblem_heroes
olivia_(fire_emblem),fire_emblem:_kakusei
nono_(fire_emblem),fire_emblem:_kakusei
shiina_kokomi,girlfriend_(kari)
kurumi_erika,precure
electro_emilia,original
makoto_(street_fighter),street_fighter
ibuki_(street_fighter),street_fighter
supergirl,dc_comics
professor_shinonome,nichijou
kanaria,rozen_maiden
kino,kino_no_tabi
lum,urusei_yatsura
okazaki_yumemi,touhou_(pc-98)
aizawa_sakuya,hayate_no_gotoku!
hachikuji_mayoi,monogatari_(series)
lafiel,seikai_no_senki
orihara_izaya,durarara!!
shiina_mayuri,steins;gate
huang_lingyin,infinite_stratos
nishi_yuuko,a_channel
asahina_aoi,danganronpa_1
koizumi_mahiru,super_danganronpa_2
fukawa_touko,zettai_zetsubou_shoujo
maizono_sayaka,danganronpa_1
hino_akane_(smile_precure!),smile_precure!
hanasaki_tsubomi,precure
haruka_(pokemon),pokemon_oras
sonia_nevermind,super_danganronpa_2
pekoyama_peko,super_danganronpa_2
kirigiri_kyouko,danganronpa_1
enoshima_junko,danganronpa_1
kiryuuin_satsuki,kill_la_kill
kuroki_tomoko,watashi_ga_motenai_no_wa_dou_kangaetemo_omaera_ga_warui!
victorious_(azur_lane),azur_lane
sesshouin_kiara,fate_(series)
naegi_komaru,zettai_zetsubou_shoujo
sakura_megumi,gakkou_gurashi!
sanageyama_uzu,kill_la_kill
nono_(top_wo_nerae_2!),top_wo_nerae_2!
amamiya_ren,persona_5
madotsuki,yume_nikki
takaya_noriko,top_wo_nerae!
jakuzure_nonon,kill_la_kill
mankanshoku_mako,kill_la_kill
seeu,vocaloid
takeya_yuki,gakkou_gurashi!
kuriyama_mirai,kyoukai_no_kanata
harime_nui,kill_la_kill
matoi_ryuuko,kill_la_kill
kiryuuin_ragyou,kill_la_kill
penelo,final_fantasy_xii
heather_mason,silent_hill_3
chrome_dokuro,katekyo_hitman_reborn!
virginia_knights,saga_frontier_2
urotsuki,yume_2kki
aile,rockman_zx
marivel_armitage,wild_arms_2
garnet_til_alexandros_xvii,final_fantasy_ix
maribel_(dq7),dragon_quest_vii
sierra_mikain,gensou_suikogaiden
lilka_eleniak,wild_arms_2
bel_(pokemon),pokemon_bw2
puru_two,gundam_zz
kid_(chrono_cross),chrono_cross
selphie_tilmitt,final_fantasy_viii
rinoa_heartilly,final_fantasy_viii
sasaki_chie,idolmaster_cinderella_girls
lieza,arc_the_lad_ii
kos-mos,xenosaga
mazaki_anzu,yuu-gi-ou_duel_monsters
rinpoo_chuan,breath_of_fire_ii
cibo,blame_gakuen!
kitashirakawa_chiyuri,touhou_(pc-98)
shinki,touhou
kurumi_(touhou),touhou_(pc-98)
akigumo_(kantai_collection),kantai_collection
prussia_(hetalia),fate_(series)
shannon,umineko_no_naku_koro_ni
japan_(hetalia),axis_powers_hetalia
tachibana_hibiki_(symphogear),senki_zesshou_symphogear
mishou_mai,precure
nunnally_lamperouge,code_geass
amane_(dream_c_club),sony
sasaki_(suzumiya_haruhi),suzumiya_haruhi_no_yuuutsu
charlotte_dunois,infinite_stratos
huang_baoling,tiger_&_bunny
yuuki_mikan,to_love-ru_darkness
tanya_degurechaff,youjo_senki
brown_bear_(kemono_friends),kemono_friends
yamada_elf,eromanga_sensei
princess_(princess_principal),princess_principal
uchiha_sasuke,naruto_(series)
charlotta_fenia,granblue_fantasy
queen_elizabeth_(azur_lane),azur_lane
lunalu_(granblue_fantasy),granblue_fantasy
okusawa_misaki,bang_dream!
izetta,shuumatsu_no_izetta
kirisaki_chitoge,nisekoi
natori_sana,sana_channel
tougou_mimori,yuusha_de_aru
kousaka_reina,hibike!_euphonium
nyarlathotep_(nyaruko-san),haiyore!_nyaruko-san
arashi_(kantai_collection),kantai_collection
xingchen,vocaloid
galko,oshiete!_galko-chan
fusou_(kantai_collection),kantai_collection
tsumiki_mikan,super_danganronpa_2
jibril_(no_game_no_life),no_game_no_life
sen_(granblue_fantasy),granblue_fantasy
zooey_(granblue_fantasy),granblue_fantasy
hoshikawa_mafuyu,blend_s
humboldt_penguin_(kemono_friends),kemono_friends
tsukinose_vignette_april,gabriel_dropout
kurumizawa_satanichia_mcdowell,lawson
shiraha_raphiel_ainsworth,gabriel_dropout
fennec_(kemono_friends),kemono_friends
miyazono_kawori,shigatsu_wa_kimi_no_uso
tina_(closers),closers
wa2000_(girls_frontline),girls_frontline
anila_(granblue_fantasy),granblue_fantasy
sophie_twilight,tonari_no_kyuuketsuki-san
luna_(shadowverse),shadowverse
kyubey,mahou_shoujo_madoka_magica
nachi_(kantai_collection),kantai_collection
nishizumi_miho,girls_und_panzer
wii_fit_trainer,wii_fit
kawakaze_(kantai_collection),kantai_collection
tama_(kantai_collection),kantai_collection
ise_(kantai_collection),kantai_collection
reizei_mako,girls_und_panzer
margay_(kemono_friends),kemono_friends
zuikaku_(azur_lane),azur_lane
kawashima_momo,girls_und_panzer
furutaka_(kantai_collection),kantai_collection
kurokawa_chiaki,idolmaster_cinderella_girls
king_(snk),the_king_of_fighters
shiranui_mai,the_king_of_fighters
wakabayashi_tomoka,idolmaster_cinderella_girls
tsukioka_kogane,idolmaster_shiny_colors
jeanne_d'arc_(granblue_fantasy),granblue_fantasy
katsushika_hokusai_(fate/grand_order),fate_(series)
kuwayama_chiyuki,idolmaster_shiny_colors
bradamante_(fate/grand_order),fate_(series)
hachimiya_meguru,idolmaster_shiny_colors
carmilla_(fate/grand_order),fate_(series)
koyanskaya,fate_(series)
heles,granblue_fantasy
cleopatra_(fate/grand_order),fate_(series)
mikasa_ackerman,shingeki_no_kyojin
tanamachi_kaoru,amagami
kuma_(kantai_collection),kantai_collection
mutsuki_(kantai_collection),kantai_collection
assam,girls_und_panzer
penny_polendina,rwby
sawa_azusa,girls_und_panzer
hattori_shizuka,world_witches_series
georgette_lemare,world_witches_series
richelieu_(warship_girls_r),warship_girls_r
yat_sen_(warship_girls_r),warship_girls_r
lexington_(warship_girls_r),warship_girls_r
kay_(girls_und_panzer),girls_und_panzer
christa_renz,shingeki_no_kyojin
celica_a_mercury,blazblue
minna-dietlinde_wilcke,world_witches_series
edna_(tales),tales_of_zestiria
asuna_(sao),sword_art_online
android_18,dragon_ball_z
ooyodo_(kantai_collection),kantai_collection
neo_(rwby),rwby
weiss_schnee,rwby
kuon_(utawareru_mono),utawareru_mono:_itsuwari_no_kamen
lyndis_(fire_emblem),fire_emblem:_rekka_no_ken
senju_muramasa,eromanga_sensei
orange_pekoe,girls_und_panzer
fujimaru_ritsuka_(female),fate_(series)
hanekawa_tsubasa,monogatari_(series)
wiz_(konosuba),kono_subarashii_sekai_ni_shukufuku_wo!
endou_saya,dagashi_kashi
takebe_saori,girls_und_panzer
haguro_(kantai_collection),kantai_collection
manaka_hitomi,hitomi_sensei_no_hokenshitsu
